course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_score_mean,gem_score_median,gem_score_mode,gem_score_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_score,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2023
MED-SCI 302QC,Responsible Conduct of Science Refresher 001,Rosenberg,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=318df0c660fcd3e428a44200a10802bdfb1985d2d8b678de1672479965b93428b88a4aaa3228c86751312ec52c8471aa&ReportType=2&regl=en-US,FAS-109073-2228-1-1-001,FAS-109073-2228-1-1-001(Rosenberg),29.0,93.0,3.52,4.0,3.0,1.0490977364412053,4.5,4.5,4.0,0.502518907629606,1.22,1.0,1.0,0.6,3.56,4.0,4.0,0.96,0.09856,0.0,0.0,0.5317605363319095,0.0,0.0,0.0,0.0,"Although this course is an annoying requirement at times, I also think it can be a good opportunity to reflect more deeply about pros and cons of academia and hear from a wider variety of students their perspectives on the topic. By G6 fall we should already be doing this, but I feel many of the discussions set up by the course were not topics I would've thought as carefully about nor got as many different opinions on otherwise. Discussions were usually fun and at times legit helpful. This experience probably varies quite a lot depending on what group leader you end up with, but I'd advise trying to take the course seriously going into the semester and be optimistic about the value of the discussion sections. More concretely, I'd highly recommend Jeff Moffitt's section if you can. We regularly dove into much more interesting topics than the scripted course material.",0.9738,Graduate before it is required you take this nonsense again.,-0.481,,0.0,109073,Graduate Course,Medical Sciences,Medical Sciences,,None,,Reading and Research,Responsible Conduct of Science Refresher
MED-SCI 302QC,Responsible Conduct of Science Refresher 001,Segal,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7bf1da005d702895cc3f0a80334ea3c449c05def5a92566802d9d22e04810a0bd6dedaf1d3a086435c973524d2663652&ReportType=2&regl=en-US,FAS-109073-2228-1-1-001,FAS-109073-2228-1-1-001(Segal),29.0,93.0,3.52,4.0,3.0,1.0490977364412053,3.85,4.0,5.0,1.3108328758018042,1.22,1.0,1.0,0.6,3.56,4.0,4.0,0.96,0.09856,0.0,0.0,0.5317605363319095,0.0,0.0,0.0,0.0,"Although this course is an annoying requirement at times, I also think it can be a good opportunity to reflect more deeply about pros and cons of academia and hear from a wider variety of students their perspectives on the topic. By G6 fall we should already be doing this, but I feel many of the discussions set up by the course were not topics I would've thought as carefully about nor got as many different opinions on otherwise. Discussions were usually fun and at times legit helpful. This experience probably varies quite a lot depending on what group leader you end up with, but I'd advise trying to take the course seriously going into the semester and be optimistic about the value of the discussion sections. More concretely, I'd highly recommend Jeff Moffitt's section if you can. We regularly dove into much more interesting topics than the scripted course material.",0.9738,Graduate before it is required you take this nonsense again.,-0.481,,0.0,109073,Graduate Course,Medical Sciences,Medical Sciences,,None,,Reading and Research,Responsible Conduct of Science Refresher
MED-SCI 302QC,Responsible Conduct of Science Refresher 001,Walker,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=55dda7a7d60a9f96d88133512b7eb5a5886b523ab1ba88015dc6420eb5b0ac839a841e9ea7a25cc6ee24c61ccae1da77&ReportType=2&regl=en-US,FAS-109073-2228-1-1-001,FAS-109073-2228-1-1-001(Walker),29.0,93.0,3.52,4.0,3.0,1.0490977364412053,5.0,5.0,5.0,0.0,1.22,1.0,1.0,0.6,3.56,4.0,4.0,0.96,0.09856,0.0,0.0,0.5317605363319095,0.0,0.0,0.0,0.0,"Although this course is an annoying requirement at times, I also think it can be a good opportunity to reflect more deeply about pros and cons of academia and hear from a wider variety of students their perspectives on the topic. By G6 fall we should already be doing this, but I feel many of the discussions set up by the course were not topics I would've thought as carefully about nor got as many different opinions on otherwise. Discussions were usually fun and at times legit helpful. This experience probably varies quite a lot depending on what group leader you end up with, but I'd advise trying to take the course seriously going into the semester and be optimistic about the value of the discussion sections. More concretely, I'd highly recommend Jeff Moffitt's section if you can. We regularly dove into much more interesting topics than the scripted course material.",0.9738,Graduate before it is required you take this nonsense again.,-0.481,,0.0,109073,Graduate Course,Medical Sciences,Medical Sciences,,None,,Reading and Research,Responsible Conduct of Science Refresher
MED-SCI 316QC,PhD Pathfinder 001,Chouchani,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=589f1fc5ea23f93070f3b6bc4722e7ecc5191c4b20d0b9a5b80a33c2a51489d86aa9ea5bba57e3d64983ad0b0d823dbd&ReportType=2&regl=en-US,FAS-161280-2228-F2-1-001,FAS-161280-2228-F2-1-001(Chouchani),5.0,13.0,4.75,5.0,5.0,0.4351941398892446,4.0,4.5,5.0,1.2309149097933274,0.5,0.5,1.0,0.58,5.0,5.0,5.0,0.0,0.3861,0.3861,0.3861,-1.0,0.0,0.0,0.0,-1.0,Highly recommend! It changed my mind about a lot of career paths I was not considering. Just note that it goes over dinner time with very minimal snacks so you might leave hungry if you don't eat before.,0.3861,,0.0,,0.0,,,,,,,,,
MED-SCI 316QC,PhD Pathfinder 001,Irwin,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=432603c253f019adbb925553d6c2e42e92f8e3fb6a604d266f1f9e8b2b9090ccb04d5227e1e572cdcfb8e2ad0e4fcd17&ReportType=2&regl=en-US,FAS-161280-2228-F2-1-001,FAS-161280-2228-F2-1-001(Irwin),5.0,13.0,4.75,5.0,5.0,0.4351941398892446,4.0,4.0,4.0,0.0,0.5,0.5,1.0,0.58,5.0,5.0,5.0,0.0,0.3861,0.3861,0.3861,-1.0,0.0,0.0,0.0,-1.0,Highly recommend! It changed my mind about a lot of career paths I was not considering. Just note that it goes over dinner time with very minimal snacks so you might leave hungry if you don't eat before.,0.3861,,0.0,,0.0,,,,,,,,,
MICROBI 202,Mechanisms of Bacterial Pathogenesis and Host Immune Response 001,Barczak,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7ba4a91b0f6edb207036f5535235770e28cf38955882a63fbe4f548a181aaebf7d0afa474cb69fcd9ded5833ca07ac2e&ReportType=2&regl=en-US,FAS-126269-2228-1-1-001,FAS-126269-2228-1-1-001(Barczak),9.0,12.0,4.63,5.0,5.0,0.4868569635635265,5.0,5.0,5.0,0.0,7.86,6.0,5.0,5.46,4.38,4.0,4.0,0.52,0.5685,0.6369,0.6369,0.3576419508391039,0.0,0.0,0.0,0.0,"This class is perfect for those interested in the fields of microbiology and how bacteria can cause disease. It does have a lot of scientific reading, and you will definitely become better at reading scientific papers from it, but it is very approachable and interesting.",0.8734,,0.0,,0.0,126269,Primarily for Graduate Students,Medical Sciences,Microbiology,,None,,Lecture,Mechanisms of Bacterial Pathogenesis and Host Immune Response
MICROBI 202,Mechanisms of Bacterial Pathogenesis and Host Immune Response 001,Goldberg,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8c180098fc6a62d6d73f3027e4ac74057a9121dfae9ba2ad601e8fe2ce4395f9bda6ca5901e89128f9e521171e455ca9&ReportType=2&regl=en-US,FAS-126269-2228-1-1-001,FAS-126269-2228-1-1-001(Goldberg),9.0,12.0,4.63,5.0,5.0,0.4868569635635265,4.8,5.0,5.0,0.4020151261036848,7.86,6.0,5.0,5.46,4.38,4.0,4.0,0.52,0.5685,0.6369,0.6369,0.3576419508391039,0.0,0.0,0.0,0.0,"This class is perfect for those interested in the fields of microbiology and how bacteria can cause disease. It does have a lot of scientific reading, and you will definitely become better at reading scientific papers from it, but it is very approachable and interesting.",0.8734,,0.0,,0.0,126269,Primarily for Graduate Students,Medical Sciences,Microbiology,,None,,Lecture,Mechanisms of Bacterial Pathogenesis and Host Immune Response
MICROBI 202,Mechanisms of Bacterial Pathogenesis and Host Immune Response 001,Helaine,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c5ca11b31f49ec900afdf606b3b9d09e6f8800160b74b1b65a1b97bfd86dcf788a05110b0d5a0f49f1e98a7f3e8a66c5&ReportType=2&regl=en-US,FAS-126269-2228-1-1-001,FAS-126269-2228-1-1-001(Helaine),9.0,12.0,4.63,5.0,5.0,0.4868569635635265,4.75,5.0,5.0,0.4351941398892446,7.86,6.0,5.0,5.46,4.38,4.0,4.0,0.52,0.5685,0.6369,0.6369,0.3576419508391039,0.0,0.0,0.0,0.0,"This class is perfect for those interested in the fields of microbiology and how bacteria can cause disease. It does have a lot of scientific reading, and you will definitely become better at reading scientific papers from it, but it is very approachable and interesting.",0.8734,,0.0,,0.0,126269,Primarily for Graduate Students,Medical Sciences,Microbiology,,None,,Lecture,Mechanisms of Bacterial Pathogenesis and Host Immune Response
MICROBI 202,Mechanisms of Bacterial Pathogenesis and Host Immune Response 001,Kagan,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9c667346920e8e5b4579059e93bdbb4da4104650c47c8f3a9f8d1405dcf063ac21d2badb0ff2778df3f5a33a9d6df25b&ReportType=2&regl=en-US,FAS-126269-2228-1-1-001,FAS-126269-2228-1-1-001(Kagan),9.0,12.0,4.63,5.0,5.0,0.4868569635635265,4.2,5.0,5.0,0.9847319278346618,7.86,6.0,5.0,5.46,4.38,4.0,4.0,0.52,0.5685,0.6369,0.6369,0.3576419508391039,0.0,0.0,0.0,0.0,"This class is perfect for those interested in the fields of microbiology and how bacteria can cause disease. It does have a lot of scientific reading, and you will definitely become better at reading scientific papers from it, but it is very approachable and interesting.",0.8734,,0.0,,0.0,126269,Primarily for Graduate Students,Medical Sciences,Microbiology,,None,,Lecture,Mechanisms of Bacterial Pathogenesis and Host Immune Response
MICROBI 202,Mechanisms of Bacterial Pathogenesis and Host Immune Response 001,Starnbach,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=96c3c08da210c92cd8c377ec391257ab914b3676112ab39c635b6eb4006bab95b364bfbf036aa28944ab7f548450f8ee&ReportType=2&regl=en-US,FAS-126269-2228-1-1-001,FAS-126269-2228-1-1-001(Starnbach),9.0,12.0,4.63,5.0,5.0,0.4868569635635265,5.0,5.0,5.0,0.0,7.86,6.0,5.0,5.46,4.38,4.0,4.0,0.52,0.5685,0.6369,0.6369,0.3576419508391039,0.0,0.0,0.0,0.0,"This class is perfect for those interested in the fields of microbiology and how bacteria can cause disease. It does have a lot of scientific reading, and you will definitely become better at reading scientific papers from it, but it is very approachable and interesting.",0.8734,,0.0,,0.0,126269,Primarily for Graduate Students,Medical Sciences,Microbiology,,None,,Lecture,Mechanisms of Bacterial Pathogenesis and Host Immune Response
NEUROBIO 215A,The Discipline of Neuroscience 001,Assad,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=f339a917fc004e01360ad36f9e9668b6f51285f8b1ea670dda2fad5b8e877ee037c33a23ebe3568b36f58c9a4898332b&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Assad),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,5.0,5.0,5.0,0.0,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Bean,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=50c411c1dd09416689b8ed6942315d9696c08d934b496b479fdd9d71b501ddfe7b20e2165533dd0cf9231c7f34eeeb20&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Bean),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,4.25,4.0,4.0,0.4351941398892446,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Goodrich,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fcd50412e440629d2af3a3d1828533ca10344fa38ff13a975d423808562c88fb85d7bf9f72248a8b04ea202417b8be90&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Goodrich),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,4.5,5.0,5.0,0.7697241372886473,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Kaeser,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b1d7e7557d26b5a7e78dbe7bbda9c195b18c19f8287c8a1ceaf2dcd6a3299d366ba080845c27e58a7ca1017da263159c&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Kaeser),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,3.5,3.5,2.0,1.1236664374387368,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Kaplan,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=8c8c10231ef3ff2c4b48ae2eb9a53e4c603a829f717dbfbe43165a92a258c7eb63f25d4acbbe081bfefbf2e01e72909a&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Kaplan),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,4.5,4.5,4.0,0.502518907629606,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Regehr,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=331a977509496d857f740cac7ca1003a2b83acec102a6dba0b60eb0cea6223d3f92d1e18cd7ef3e5a47d41ccb001b6c6&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Regehr),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,2.8,3.0,2.0,0.7521014330903549,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Schwarz,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=03c022f23a3f66d7117f72a8ec12f905d3d452a53770c50c4f1c1e92d9b67a7a1a9eade04b073bbeac90ca40379168e1&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Schwarz),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,4.67,5.0,5.0,0.4725815626252608,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Stevens,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9bd1f97a94d4bd976bf4265a69627636c8385c2d4b9d534cf2af0d7567c2ab79a35cebceace004ad3ad978988d66e19b&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Stevens),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,4.5,4.5,4.0,0.502518907629606,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Takesian,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ba12ffdd8c7edc7fbfee59b4f9eeca17779ad7dcde19327169e4f040aa75d1bdd65999baff719692dc17eabd726869dc&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Takesian),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,3.67,4.0,4.0,0.4725815626252608,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Tan,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=68188456c1ee2c4ffcca59219a967a38645ff8e834c9809eea5465998feb3460f93f117049d028694efa1bfd267f5d30&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Tan),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,5.0,5.0,5.0,0.0,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
NEUROBIO 215A,The Discipline of Neuroscience 001,Yellen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=45fcc263cbd217d8c18e04ab5f2283e3f232a220dd290eaf18732dbb44c5eaca037051cb8166b0504326ef3d377f5f32&ReportType=2&regl=en-US,FAS-205295-2228-1-1-001,FAS-205295-2228-1-1-001(Yellen),9.0,27.0,4.25,4.5,5.0,0.8333333333333334,4.0,4.0,4.0,0.7106690545187014,8.38,8.0,8.0,2.39,4.25,4.0,4.0,0.71,0.8332,0.8332,0.8332,-1.0,0.0,0.0,0.0,-1.0,"I think future students should try to embody the excitement of the professor even if they don't necessarily feel excited about the content. It makes it much easier to engage, discuss, and ask questions when you are enthusiastic about the topic. I would also say that everything builds off everything, so it is important not to get behind otherwise it'll be much more difficult to understand lectures in the future.",0.8332,,0.0,,0.0,205295,Primarily for Graduate Students,Medical Sciences,Neurobiology - Graduate,,None,,Lecture,The Discipline of Neuroscience
SHBT 201,Biology of the Inner Ear 001,Liberman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3fa133e47dd270aed1067c9250028bca812686fe95da24e4dcbbe3531fbee8caf763420823da80eb9f5f04c2ade1e166&ReportType=2&regl=en-US,FAS-108213-2228-1-1-001,FAS-108213-2228-1-1-001(Liberman),6.0,6.0,4.67,5.0,5.0,0.4725815626252608,5.0,5.0,5.0,0.0,11.5,11.0,20.0,5.58,5.0,5.0,5.0,0.0,0.1267333333333333,0.0,0.0,0.2195085723458956,0.0,0.0,0.0,0.0,Be sure ask questions during class!,0.3802,,0.0,,0.0,108213,Primarily for Graduate Students,Medical Sciences,Speech & Hearing Sciences,,None,,Lecture,From Sound to Neuron
SHBT 201,Biology of the Inner Ear 001,Maison,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=356a86e5d4b78548e08d2cdf6f54eabd58bb149b32ca19b14dafdcd71115421d502f011a21f57df0d4a60c46f808ab37&ReportType=2&regl=en-US,FAS-108213-2228-1-1-001,FAS-108213-2228-1-1-001(Maison),6.0,6.0,4.67,5.0,5.0,0.4725815626252608,4.5,4.5,4.0,0.502518907629606,11.5,11.0,20.0,5.58,5.0,5.0,5.0,0.0,0.1267333333333333,0.0,0.0,0.2195085723458956,0.0,0.0,0.0,0.0,Be sure ask questions during class!,0.3802,,0.0,,0.0,108213,Primarily for Graduate Students,Medical Sciences,Speech & Hearing Sciences,,None,,Lecture,From Sound to Neuron
VIROLOGY 200,Introduction to Virology 001,Abraham,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=66028215a39872fc941ac842fb557e209428862bdb46cf6501c2de68a489908b442ba09020aa059ba84cb638eb03ec15&ReportType=2&regl=en-US,FAS-116413-2228-1-1-001,FAS-116413-2228-1-1-001(Abraham),6.0,10.0,4.5,4.5,4.0,0.502518907629606,4.75,5.0,5.0,0.4351941398892446,6.5,4.0,3.0,5.74,4.67,5.0,5.0,0.58,0.5860666666666666,0.7783,0.8519,0.398400606592577,0.0,0.0,0.0,0.0,"It's not designed to make your life hard, it really is for you to settle into the Virology Program. Try your best and stay onto of the reading and writing. Don't be afraid to ask questions because, in my experience, your cohort is friendly and trying to learn as well. Everyone has strengths and weaknesses so don't be afraid",0.8519,,0.0,,0.0,116413,Primarily for Graduate Students,Medical Sciences,Virology,,None,,Lecture,Introduction to Virology
VIROLOGY 200,Introduction to Virology 001,Kranzusch,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=3d2cbd5588e759dc95bd01bf365942e9b73d1be30a05e0636aee5e113c0be89a6ac8530d30b89f39128fcb508b35c00f&ReportType=2&regl=en-US,FAS-116413-2228-1-1-001,FAS-116413-2228-1-1-001(Kranzusch),6.0,10.0,4.5,4.5,4.0,0.502518907629606,4.75,5.0,5.0,0.4351941398892446,6.5,4.0,3.0,5.74,4.67,5.0,5.0,0.58,0.5860666666666666,0.7783,0.8519,0.398400606592577,0.0,0.0,0.0,0.0,"It's not designed to make your life hard, it really is for you to settle into the Virology Program. Try your best and stay onto of the reading and writing. Don't be afraid to ask questions because, in my experience, your cohort is friendly and trying to learn as well. Everyone has strengths and weaknesses so don't be afraid",0.8519,,0.0,,0.0,116413,Primarily for Graduate Students,Medical Sciences,Virology,,None,,Lecture,Introduction to Virology
VIROLOGY 202,Proposal Writing 001,Allen,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4c81f8702453fa4c53d355da08a68e40096af7dce126b307518743f9221e2a02bbb0a12be72fe353dbf96de4401a1415&ReportType=2&regl=en-US,FAS-117649-2228-1-1-001,FAS-117649-2228-1-1-001(Allen),7.0,9.0,4.43,5.0,5.0,0.7282884321503675,4.5,5.0,5.0,0.8703882797784892,5.33,5.0,5.0,1.37,4.4,4.0,4.0,0.55,0.385725,0.36755,0.7351,0.5283125802969298,0.0,0.0,0.0,0.0,"Virology 202 hits the ground running! Come to the first class with a strong topic and stay on top of the deadlines, as it's fast paced. My writing skills have significantly improved and I feel very prepared for the PQE. Also, be open to peer and instructor feedback because everyone's goal is to help you improve.",0.9358,Just do whatever they tell you or your grade will be lowered,-0.128,,0.0,117649,Primarily for Graduate Students,Medical Sciences,Virology,,None,,Lecture,Proposal Writing
VIROLOGY 202,Proposal Writing 001,Gopinath,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=57a237040fc7f03d746ff1473d7fac8993f11c81d7951918452826ea898b1d976eb5ff9c8ce2ce511ae7d4314c2fc240&ReportType=2&regl=en-US,FAS-117649-2228-1-1-001,FAS-117649-2228-1-1-001(Gopinath),7.0,9.0,4.43,5.0,5.0,0.7282884321503675,5.0,5.0,5.0,0.0,5.33,5.0,5.0,1.37,4.4,4.0,4.0,0.55,0.385725,0.36755,0.7351,0.5283125802969298,0.0,0.0,0.0,0.0,"Virology 202 hits the ground running! Come to the first class with a strong topic and stay on top of the deadlines, as it's fast paced. My writing skills have significantly improved and I feel very prepared for the PQE. Also, be open to peer and instructor feedback because everyone's goal is to help you improve.",0.9358,Just do whatever they tell you or your grade will be lowered,-0.128,,0.0,117649,Primarily for Graduate Students,Medical Sciences,Virology,,None,,Lecture,Proposal Writing
