course_code,course_title,course_teacher,link,fas_code,unique_code,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability,course_id,course_level,department,subject,qrd,divisional,gened,course_component,course_title_2024
SOCIOL 1163,Pursuing Truth and Justice through Action for Health Equity 001,Perea,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6699c80188c28e10f6daad7200dd58e8409be604165dabdba3ffbd802c8dd749087177189d036951c6a18faf458a2268&ReportType=2&regl=en-US,FAS-218199-2238-1-1-001,FAS-218199-2238-1-1-001(Perea),12.0,15.0,3.09,3.0,4.0,1.246144331822297,3.44,4.0,5.0,1.430157849302972,6.78,5.0,5.0,4.18,3.1,3.5,1.0,1.6,0.7063428571428572,0.7906,0.4215,0.2210176075726611,0.0,0.0,0.0,0.0,"I WOULDN’T RECOMMEND THIS CLASS! At first, I was excited by the idea of a project based course with community engagement. It was awesome to meet organizers who cared so much about niche but super important issues and see why/how their passions manifested through public and justice work. The class has a break about half way through and Flavia even brought pizza a couple of times. BUT the class is just not worth the time and unnecessary stress. There is so little scaffolding for students to know community best practices and have meaningful project ideas that the whole class felt disingenuous. Several groups, mine included, had deliverables that were just connecting their partner organizations to other organizations. However, for the sole purpose of completing the course, it was a long drawn out process of conducting interviews and making things look pretty. Our final presentation thus felt like preaching to the choir. You’re essentially giving a 20 minute lecture to community experts and 20ish students who already probably knew the information because the group projects are pretty similar/have overlap. Towards the end of the semester, everything was just disorganized. The class just became reviews of the professor's research and forced discussions based on questions students had on readings. Among other flaws in the class, some readings are unnecessarily long, we had several challenges being able to see/access materials, and there were several mistakes with assignment descriptions, submission deadlines, etc. on canvas. The feedback is short, vague, and doesn't reflect the grading on assignments/participation. Grades took at least a week to be updated, if at all. I received only 2 grades out of multiple assignments by the time the class ended. The syllabus also gives vague descriptions of the assignment components and it is assumed that you should just know how to complete things to an unrealistic, unspecified standard with no rubric to back anything up. It also doesn't list any concrete information on the expectations in the class on participation, attendance, etc. so if you aren't keen to ask for specifics early, be prepared for a whole rollercoaster of unexpected mess. As a student with both DAO and Title IX accommodations, this class was a nightmare. If you have accommodations, please don’t take this class or do so with extreme caution and keep EVERYTHING in writing. Firstly, the class is in PBHA on the second and third floors with no elevator. When I had mobility issues,  getting zoom access was restricted and an unnecessary deal was made out of moving class to the first floor. Almost every time I asked for help from Flavia or Kamille, but especially Flavia (Kamille often just felt like an enabler/bystander in much of this, which wasn't much more helpful), their condescending tone and poor communication styles made me, and even other DAO/Harvard staff who were witnesses, feel uncomfortable. They were very unaccommodating to physical and mental accessibility needs and quick to shut down conversations on how my accommodations could be met. The irony of the situation was truly unfathomable and traumatic given the supposed intention of the course. Although Flavia preached the importance of listening to people who are experts on their situations and how unethical health practices are harmful–it appears her personal values and teaching style are misaligned. I shared my concerns on several occasions and she was wholly unperturbed. She was incredibly shady in emails and obviously held grudges (even if I owned up to and/or explained something due to disabilities/illnesses). I often DREADED coming to class. The class is small, so everything you do is observed on a microscopic level and that sort of punitive scrutiny can't be productive to anyone's learning experience. Dealing with all these course issues, the staff's poor attitude, and navigating disabilities, was exhausting. I'm worried about repercussions but hoping my honesty will prevent other unassuming students from blindly taking this course. I'm no quitter, so I finished and did my best, but at what cost? For future students, even if you don’t have disabilities or other issues, I would suggest that you take a different course or join a community–based organization and learn through more organic, hands–on experiences. I think Flavia and Kamille are superficially nice, but are deeply flawed and so is the class. Don’t expect the content or name of the course to guarantee that you'll have a good experience or even really learn anything.",0.9827,,0.0,,0.0,,,,,,,,,
SOCIOL 1165,Online Dating and the Transformation of Intimacy 001,Narr,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=b760e6897680c5987ba7e3081b68c66fd4e209dd0d4267b373047270f82c8bb711eaa1161b9b64391012b982ecc23091&ReportType=2&regl=en-US,FAS-122318-2238-1-1-001,FAS-122318-2238-1-1-001(Narr),7.0,9.0,2.17,2.0,1.0,1.0766577539738054,2.0,2.0,1.0,1.1618523960034723,3.67,3.0,3.0,2.25,2.33,2.5,1.0,1.21,0.0184599999999999,0.0,0.0,0.388168253467488,0.0,0.0,0.0,0.0,"I enjoyed the subject matter. Professor Narr isn't really available via email and does not generate enthusiasm about the coursework (the enthusiasm comes from students). If you're interested in the coursework, take it, but just be prepared to not rely on Professor Narr whatsoever.",0.4577,"very easy class, but frustrating to communicate with prof. You will often be confused about what you are assigned but you just turn something random in and you will be fine",-0.5429,,0.0,,,,,,,,,
SOCIOL 1182,Law and Society 001,Lei,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=ba6e2d9bdfc8536d359b6812991376c4ee83f87efe8fe7e6dbb1a8f5ad7f842c4d8593ee0fe1e36b0c53d043cf495e66&ReportType=2&regl=en-US,FAS-203485-2238-1-1-001,FAS-203485-2238-1-1-001(Lei),40.0,44.0,4.39,4.0,5.0,0.7328231048283733,4.7,5.0,5.0,0.5200573997465353,4.41,4.0,4.0,1.62,4.42,5.0,5.0,0.77,0.7530736842105263,0.8625,0.7814,0.3009394620593341,0.0,0.0,0.0,0.0,"Take this class! Prof Lei and the TF Rachel are some of the best instructors at Harvard by far. The readings are super engaging and we go over them in class. Prof Lei is such an interesting person and makes lectures fun, she is also very understanding and made it clear that college should be about learning rather than grades. My favorite part of the class was section, I had a 9am section and I was excited to go, yeah I know crazy. Rachel is so funny and always makes sections fun and we go over material in an engaging way. If you are interested in the sociology of law or thinking about sociology, this course is awesome no background knowledge is needed!",0.9898,"The professor and teaching fellow for this class are BEYOND phenomenal. There is no downside to this class other than it being at 9 AM. If you're okay with that, you will have zero complaints. Even I am not a morning person and enjoyed coming to class.",-0.1779,,0.0,203485,For Undergraduate and Graduate Students,Sociology,Sociology,,Social Sciences,,Lecture,Law and Society
SOCIOL 1186,Refugees in Global Perspective 001,Mandic,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2f8388fb5b4936f808e7c9155e0c18d1d9a7b7e609020eac0ee730b3ba4972dd14054f92b55f5cb2744a4e4003e429c1&ReportType=2&regl=en-US,FAS-203272-2238-1-1-001,FAS-203272-2238-1-1-001(Mandic),27.0,40.0,4.63,5.0,5.0,0.562372319964831,4.76,5.0,5.0,0.5340903718028676,4.08,4.0,3.0,1.67,4.71,5.0,5.0,0.62,0.7688375,0.88765,0.8119,0.276826896272743,0.0,0.0,0.0,0.0,"This is such an amazing class that can be emotionally taxing but holds such value. If you are looking for a class that will move you but won't flood you with readings, exams, and assingments this is the course to do it. Elom was an amazing TF who made section interactive, fun, and made you want to be there. Amazing course!",0.9722,,0.0,,0.0,,,,,,,,,
SOCIOL 1197,Poverty in the United States 001,Wooten,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e1caa305b6fa20bf947f1d408c990d95e0c72014089de0006ba773aa18e9df5daa0be14f68d51ef9886dc30411dfd808&ReportType=2&regl=en-US,FAS-220192-2238-1-1-001,FAS-220192-2238-1-1-001(Wooten),43.0,52.0,4.78,5.0,5.0,0.5269001445969034,4.86,5.0,5.0,0.4332698607995111,4.55,4.0,5.0,2.0,4.74,5.0,5.0,0.59,0.5720777777777778,0.6369,0.6369,0.4502293016925532,0.0,0.0,0.0,0.0,"Truly amazing class that gives a detailed overview of many of the systems in the United States that maintain and perpetuate poverty. The lectures are informative and engaging. Tom is an extremely understanding professor and is very passionate about the material, which makes for a positive learning environment. The readings do not take much time per week, which balances out the work of the field reports, which are spaced out well over the course of the semester. Because the field reports require  live engagement, often outside of campus, it makes it hard to wait until the last minute to do an assignment. However, the field reports are very rewarding and truly do help you to engage with the material you are learning in a way that feels and is impactful. There is no experience required to be successful in this class, so anybody interested in understanding poverty in the United States should take it, regardless of concentration.",0.9879,"I would tell students to take the course, but if Wooten is not teaching, I wouldn't be sure and it could be different. But know that you probably won't meet an actually poor person, and that the field assignments are hard because of that.",-0.8016,,0.0,220192,For Undergraduate and Graduate Students,Sociology,Sociology,,Social Sciences,,Lecture,Poverty in the United States
SOCIOL 2175,Sociology of Immigration 001,Waters,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=22183bac800d7dea23e8fd15988114a3548871c63db625c739016e8e57094dbfbbcbe53e8d00b97267eaf97d60401757&ReportType=2&regl=en-US,FAS-207599-2238-1-1-001,FAS-207599-2238-1-1-001(Waters),7.0,9.0,4.71,5.0,5.0,0.4560480215720686,4.86,5.0,5.0,0.348735088019777,9.0,10.0,12.0,4.32,4.86,5.0,5.0,0.38,0.699825,0.75265,0.3182,0.2757005667386268,0.0,0.0,0.0,0.0,This class is excellent for getting a sense of big questions in the field of migration studies. There are lots of readings and the class discussions focus on the readings. Prof. Waters is very flexible and willing to focus on areas of interest of the class. Knowing where to read deeply and where to focus just on key takeaways from readings is important for this class – which Prof. Waters talked about in the class. I really enjoyed class discussions and felt like the class was flexible enough to focus on areas of interest for me while giving a good survey of the field of migration studies.,0.9758,,0.0,,0.0,,,,,,,,,
SOCIOL 2202,Intermediate Quantitative Research Methods 001,Zhou,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=78bf191778f6539ead629e9c13de489ce4bfb4c02c2235b380f0a92483351cf618fb5af95295d9a72ba26405ed8bbeb8&ReportType=2&regl=en-US,FAS-119985-2238-1-1-001,FAS-119985-2238-1-1-001(Zhou),6.0,10.0,4.0,5.0,5.0,1.2712834523274563,4.4,5.0,5.0,0.8040302522073697,6.0,6.0,6.0,1.22,4.75,5.0,5.0,0.5,0.9217,0.9217,0.9217,-1.0,0.0,0.0,0.0,-1.0,If you are an applied math major on the sociology track you should 100% take this course. Even if you are another major and you are interested in learning applicable linear regression material opposed to very abstract deep linear regression theory you should take this class. Professor Xiang is amazing at explaining the material at hand and you learn significant and applicable r code. Definitely take this class.,0.9217,,0.0,,0.0,119985,Primarily for Graduate Students,Sociology,Sociology,,None,,Lecture,Intermediate Quantitative Research Methods
SOCIOL 2255,Social Stratification: Seminar 001,Cross,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d8798fccc262a3f457becd394275a88c5c6f4f29cb2e5128db25a044cb7d305b6f346d7a34d73b04e99704289091d537&ReportType=2&regl=en-US,FAS-118858-2238-1-1-001,FAS-118858-2238-1-1-001(Cross),6.0,6.0,3.83,4.0,4.0,0.69223689528363,4.5,4.5,4.0,0.502518907629606,7.83,8.0,10.0,2.4,3.5,3.5,3.0,0.55,0.45955,0.45955,0.2942,0.2338402125383912,0.0,0.0,0.0,0.0,This is a great course to introduce you to the subfield of social stratification and to learn about how sociologists have thought about inequality.,0.6249,,0.0,,0.0,,,,,,,,,
SOCIOL 3307,Proseminar on Inequality and Social Policy III 001,Bloome,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=fc66f71f335b5737f32e784d446ef669dfe75420161f0699da8cfb79fe7e60143979c35b5114d34e6abf9dd0c476dc95&ReportType=2&regl=en-US,FAS-112355-2238-1-1-001,FAS-112355-2238-1-1-001(Bloome),6.0,9.0,5.0,5.0,5.0,0.0,4.83,5.0,5.0,0.3775251680686369,3.75,3.5,3.0,0.96,4.83,5.0,5.0,0.41,0.886,0.886,0.886,-1.0,0.0,0.0,0.0,-1.0,"This is a great opportunity to learn from your fellow classmates, who have fascinating research projects.",0.886,,0.0,,0.0,,,,,,,,,
FT 101A,Elementary Filipino (Tagalog) I 001,Orsal,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=139d97327f640a824296d1dddeee90ac1004c21474724700c1aa26c8e2adedd297d6e822d32d84bca9c1ca2bf3e6138c&ReportType=2&regl=en-US,FAS-223824-2238-1-1-001,FAS-223824-2238-1-1-001(Orsal),11.0,14.0,4.91,5.0,5.0,0.2876234912646613,4.91,5.0,5.0,0.2876234912646613,3.0,3.0,3.0,1.0,5.0,5.0,5.0,0.0,0.73953,0.893,0.9847,0.3622947267074143,0.0,0.0,0.0,0.0,"This class is amazing! Ate Lady is extremely helpful, and does her best to give us all the time to meet with her, or practice in class. Sometimes you might be challenged, but that is what language learning is all about. But this class somewhat felt like a family, and you knew everyone by name, and Ate Lady makes an effort to always have a great time learning as well as her understanding nature. Great class, great professor!",0.9847,"If you have Filipino heritage and have ever had any inclination to learn the language, then take this course! It is worth your time in class, and there is not too much necessary work outside of class in case you are worried about having a busy semester. And if you don't have Filipino heritage, then you should also consider taking this course as it's a fairly intuitive language to pick up and hey, it's the fourth most spoken language in the US so why not!",-0.2225,,0.0,223824,For Undergraduate and Graduate Students,South Asian Studies,Filipino Tagalog,,None,,Lecture,Elementary Filipino (Tagalog) I
HIND-URD 101A,Introductory Hindi-Urdu 001,Delacy,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=87b5cb08a2b381d5725d4ad26ca56ef20ba7d640011561bfe3f151048f158123b4f710ae16e0d50864c7f1eb06752cec&ReportType=2&regl=en-US,FAS-113639-2238-1-1-001,FAS-113639-2238-1-1-001(Delacy),32.0,35.0,4.75,5.0,5.0,0.5225603380765642,4.96,5.0,5.0,0.1969463855669323,3.42,3.0,2.0,1.79,4.78,5.0,5.0,0.64,0.71408,0.8976999999999999,0.0,0.3551233790048037,0.0,0.0,0.0,0.0,"TAKE THIS CLASS. Listen, you have to actually put in the work, but it is amazing. You also need to take it with Richard Ji. He is an amazing teacher, super funny, and every day I would be so excited to go to class because it's always so fun. He will ask you to participate in class but I never once felt pressured or overwhelmed if he would call on me because if I didn't know the answer, he would always help me string the word/sentence along so you never get embarrassed; that's something I really appreciated! DO THE WORKBOOK EVERY NIGHT. Save yourself the stress of studying for the final and also having to cram in workbook assignments the night before it's due. Also for the assignments, if you're Indian, ask someone in your family to go over the answers together. The assignments are really well made so if you actually try to understand them you will benefit a lot. Also 4 days seems like a lot for one week of a class, but it's so worth it and you just learn so much because you're meeting so often. This class really is amazing and was ABSOLUTELY no doubt my favorite class (coming from a STEM major!!!)",0.9962,,0.0,,0.0,113639,For Undergraduate and Graduate Students,South Asian Studies,Hindi-Urdu,,None,,Lecture,Introductory Hindi-Urdu
SANSKRIT 101A,Elementary Sanskrit 001,Cummins,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=beddaece9e22141b58035b1cb1ff6ac97b83d370390df19c534a96d8b56376e86d63d4e787a570cb86b8af24bf0f450f&ReportType=2&regl=en-US,FAS-123045-2238-1-1-001,FAS-123045-2238-1-1-001(Cummins),6.0,6.0,4.83,5.0,5.0,0.3775251680686369,5.0,5.0,5.0,0.0,6.83,6.0,6.0,3.06,4.83,5.0,5.0,0.41,0.6945666666666667,0.6124,0.93,0.2069672518379015,0.0,0.0,0.0,0.0,I strongly encouraged students to take this course who may need it part of their required language or for any other purposes. Its a great course and you will feel satisfy and feel proud at the end of the semester that you have taken this course.,0.93,,0.0,,0.0,123045,For Undergraduate and Graduate Students,South Asian Studies,Sanskrit,,None,,Seminar,Elementary Sanskrit
SANSKRIT 200R,Advanced Poetic Sanskrit 001,Cummins,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=5d7dc4745930276265055441a807637cd5522f71ce80aab0a44a44e9a2d8aa5c03d4375c1a177610bc16972604bbaeef&ReportType=2&regl=en-US,FAS-113324-2238-1-1-001,FAS-113324-2238-1-1-001(Cummins),5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,5.8,6.0,6.0,2.68,4.6,5.0,5.0,0.89,0.7493,0.743,0.5719,0.1806324168027434,0.0,0.0,0.0,0.0,"Love Sanskrit? Love reading Sanskrit? Take Advanced Poetic! You will read extremely interesting texts, and the class will probably be small enough that you will have some say as to which texts you will be reading. This semester, we read the Raghuvamsa and the Abhidhavrittamatrika.",0.933,,0.0,,0.0,,,,,,,,,
SAS 104,The Body in Indian Medicine 001,Selby,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=1201a2b0108c9bc76d0314629640ed40c739bec7fb4400f1a149646234edd161164e32c30281ebdc3e2f85f5ad6bf57c&ReportType=2&regl=en-US,FAS-222213-2238-1-1-001,FAS-222213-2238-1-1-001(Selby),7.0,8.0,4.83,5.0,5.0,0.3775251680686369,4.83,5.0,5.0,0.3775251680686369,4.17,3.5,3.0,1.47,4.83,5.0,5.0,0.41,0.901,0.8928499999999999,0.9025,0.0359239010502293,0.0,0.0,0.0,0.0,"This class was very engaging and filled with many interactive, thought–provoking discussions due to its tight–knit, seminar–styled structure. I really enjoyed the ability to prepare for and lead different week's discussions, as I think such a format helped us to dive deep into our topic of interest, while also being able to hear from our peers and see how they interpreted the readings for that week. In this way, I felt that I gained very valuable insights through our readings and discussions regarding the history and modern–day impact of Ayurveda and other forms of Indian medicine.",0.9505,,0.0,,0.0,,,,,,,,,
TAM 101A,Elementary Tamil 001,Ripley,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=d511191334e02c52cb4b880448c4042727a578ae45437a24250cd237f0b09938c58c9cd3a2cd486bc136fb4aae9b979b&ReportType=2&regl=en-US,FAS-127491-2238-1-1-001,FAS-127491-2238-1-1-001(Ripley),6.0,9.0,5.0,5.0,5.0,0.0,4.8,5.0,5.0,0.4020151261036848,3.6,4.0,4.0,1.67,4.6,5.0,5.0,0.55,0.9752,0.9752,0.9752,-1.0,0.0,0.0,0.0,-1.0,"This is such a wonderful class! If you are coming from a Tamil background but have never properly studied Tamil, this is a great way to build up a foundation. Jonathan is a fantastic teacher and makes classes really fun. I would highly recommend it!",0.9752,,0.0,,0.0,,,,,,,,,
TIBET 225,Readings in Tibetan Ritual Literature: Rje btsun Grags pa rgyal mtshan’s analysis of the Evocation 001,van der Kuijp,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2d5aed545a95961dca2ed0c73c89511fc0cea30f3d02335bedec91caa9b72f4c7dd9f9f830b94a72c4885ea1f547f40e&ReportType=2&regl=en-US,FAS-222780-2238-1-1-001,FAS-222780-2238-1-1-001(van der Kuijp),6.0,10.0,4.67,5.0,5.0,0.7550503361372738,5.0,5.0,5.0,0.0,10.0,7.0,5.0,6.57,4.67,5.0,5.0,0.52,0.1461333333333333,0.0772,0.3612,0.1902109705914286,0.0,0.0,0.0,0.0,"If you want to learn more and educate yourself in Tibetan Buddhism, history in general, and Sakya tradition and Sadhanas in particular, you should join this course.",0.3612,,0.0,,0.0,,,,,,,,,
STAT 100,Introduction to Statistics and Data Science 001,McConville,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=23b442c69ed8a5ecf0213bd20beee5cf21ef17e2ae74f52136204c74059cef68b94e58c4ea6dd14c34bcf95435fcd31b&ReportType=2&regl=en-US,FAS-113431-2238-1-1-001,FAS-113431-2238-1-1-001(McConville),168.0,206.0,4.2,4.0,5.0,0.8550961615369115,4.79,5.0,5.0,0.6126610281008049,8.07,8.0,8.0,3.67,4.14,4.0,5.0,0.98,0.6839461538461539,0.8543499999999999,0.0,0.389737661248441,0.0256410256410256,0.0,0.0,0.1590849625452554,"TAKE STAT 100!! This goes out to all the non–STEM girlies who are scrambling to find a QRD class for the requirement: this is one of your best options. QRD sucks in general and STAT 100 is not perfect, but Kelly really wants you to do well, and it is SO doable, I promise. It requires no background knowledge on stats, and although the lectures lowkey don't make sense, the wrap–up sessions are BEYOND helpful (SHOUTOUT JULIE!!) It is important to note that the course recently changed from its usual format, so the exams are no longer take–home (they're all in person), however there are only 2 exams (the midterm and the final) and they are both open note. Also, the PSETS hold way more weight than the exams, and there is an opportunity to do a midterm make–up where you basically just correct your answers and can get some points back on the midterm. Slay!As long as you take good notes, have a PSET group (it could literally just be a couple kids in your section whose numbers you have), you'll be totally fine. I personally am not super interested in stats and probably won't be using R ever again after this class, but still, I can say now that I have baseline knowledge on coding which is kind of cool! Note: be prepared to spend a lot of time on the PSETs. Like a lot. Hahahah.... It'll suck when you're trying to finish it, but you'll honestly be grateful for it in the end because the exams are basically just a shorter version of the PSETS (the PSETS prepare you SO well for the exams). Also, once you get the hang of the PSET grind, it becomes so chill. Still annoying, but if you just lock–in and get it done, you'll be chillin. ALSO!! Shoutout Kelly! She is so understandable and so sweet. Her lectures are a tiny bit boring, but it's okay because she's literally such an amazing human and she is so passionate about what she teaches which makes me really happy! And trust me, she KNOWS a lot of us don't know what we are doing, and she is totally okay with that!! Coding is not the easiest thing in the world, and it takes some getting used to! Kelly and the TF's meet OUR needs, instead of the other way around, which is really cool and such an effective way of teaching. When the profs and the students have mutual respect for one another, it makes for a very safe learning environment that you honestly might not find in a lot of other Harvard STEM courses (from what my STEM friends have told me LOL).So ultimately, TAKE STAT 100!",0.9974,"If you have never coded before, this course will be quite brutal,",-0.659,"The best introductory statistics course to take if you aren't already statistically–inclined. The course is definitely heavy, but it is fair and doable. Kelly is a gem and Anais was a great section leader!",0.9238,113431,For Undergraduate and Graduate Students,Statistics,Statistics,Yes,Science & Engineering & Applied Science,,Lecture,Introduction to Statistics and Data Science
STAT 100,Introduction to Statistics and Data Science 001,Vu,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=cee4492e1235ddefb5e444101656e627fdcad859f79d8179b3bab8b9f1b3879dfa1ed932d276ebf5b53c8e187c195ab4&ReportType=2&regl=en-US,FAS-113431-2238-1-1-001,FAS-113431-2238-1-1-001(Vu),168.0,206.0,4.2,4.0,5.0,0.8550961615369115,4.65,5.0,5.0,0.7319546268434785,8.07,8.0,8.0,3.67,4.14,4.0,5.0,0.98,0.6839461538461539,0.8543499999999999,0.0,0.389737661248441,0.0256410256410256,0.0,0.0,0.1590849625452554,"TAKE STAT 100!! This goes out to all the non–STEM girlies who are scrambling to find a QRD class for the requirement: this is one of your best options. QRD sucks in general and STAT 100 is not perfect, but Kelly really wants you to do well, and it is SO doable, I promise. It requires no background knowledge on stats, and although the lectures lowkey don't make sense, the wrap–up sessions are BEYOND helpful (SHOUTOUT JULIE!!) It is important to note that the course recently changed from its usual format, so the exams are no longer take–home (they're all in person), however there are only 2 exams (the midterm and the final) and they are both open note. Also, the PSETS hold way more weight than the exams, and there is an opportunity to do a midterm make–up where you basically just correct your answers and can get some points back on the midterm. Slay!As long as you take good notes, have a PSET group (it could literally just be a couple kids in your section whose numbers you have), you'll be totally fine. I personally am not super interested in stats and probably won't be using R ever again after this class, but still, I can say now that I have baseline knowledge on coding which is kind of cool! Note: be prepared to spend a lot of time on the PSETs. Like a lot. Hahahah.... It'll suck when you're trying to finish it, but you'll honestly be grateful for it in the end because the exams are basically just a shorter version of the PSETS (the PSETS prepare you SO well for the exams). Also, once you get the hang of the PSET grind, it becomes so chill. Still annoying, but if you just lock–in and get it done, you'll be chillin. ALSO!! Shoutout Kelly! She is so understandable and so sweet. Her lectures are a tiny bit boring, but it's okay because she's literally such an amazing human and she is so passionate about what she teaches which makes me really happy! And trust me, she KNOWS a lot of us don't know what we are doing, and she is totally okay with that!! Coding is not the easiest thing in the world, and it takes some getting used to! Kelly and the TF's meet OUR needs, instead of the other way around, which is really cool and such an effective way of teaching. When the profs and the students have mutual respect for one another, it makes for a very safe learning environment that you honestly might not find in a lot of other Harvard STEM courses (from what my STEM friends have told me LOL).So ultimately, TAKE STAT 100!",0.9974,"If you have never coded before, this course will be quite brutal,",-0.659,"The best introductory statistics course to take if you aren't already statistically–inclined. The course is definitely heavy, but it is fair and doable. Kelly is a gem and Anais was a great section leader!",0.9238,113431,For Undergraduate and Graduate Students,Statistics,Statistics,Yes,Science & Engineering & Applied Science,,Lecture,Introduction to Statistics and Data Science
STAT 102,Introduction to Statistics for Life Sciences 001,Vu,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=26c49b75ac7898f323f3971c3253a8cee4c94b4375d506390ddf05046fb5133e48acd8e8ed3c96066c6ccd16923639be&ReportType=2&regl=en-US,FAS-110094-2238-1-1-001,FAS-110094-2238-1-1-001(Vu),7.0,10.0,4.67,5.0,5.0,0.4725815626252608,5.0,5.0,5.0,0.0,5.67,5.5,5.0,1.75,4.17,4.0,4.0,0.75,0.9439,0.9655,0.9873,0.0573372479283754,0.0,0.0,0.0,0.0,"This class is awesome! It is definitely difficult if you do not have any experience in R, but the teaching staff is incredibly helpful and supportive. Julie and James are two of the best teachers I have had at Harvard, and they are a big part of why I had such a great experience in this class. If you are interested in biology, I definitely recommend this class for your statistics requirement.",0.9873,,0.0,,0.0,,,,,,,,,
STAT 102,Introduction to Statistics for Life Sciences 001,Xenakis,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=7a392e0db09b2f35c079df3ae5d43d14835deb02ced9d67a7d579528a55300728b01c87f29af81e17e6dcd047117a9a1&ReportType=2&regl=en-US,FAS-110094-2238-1-1-001,FAS-110094-2238-1-1-001(Xenakis),7.0,10.0,4.67,5.0,5.0,0.4725815626252608,5.0,5.0,5.0,0.0,5.67,5.5,5.0,1.75,4.17,4.0,4.0,0.75,0.9439,0.9655,0.9873,0.0573372479283754,0.0,0.0,0.0,0.0,"This class is awesome! It is definitely difficult if you do not have any experience in R, but the teaching staff is incredibly helpful and supportive. Julie and James are two of the best teachers I have had at Harvard, and they are a big part of why I had such a great experience in this class. If you are interested in biology, I definitely recommend this class for your statistics requirement.",0.9873,,0.0,,0.0,,,,,,,,,
STAT 104,Introduction to Quantitative Methods for Economics 001,Rader,https://harvard.bluera.com/harvard/rpvf-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=39cc8f2c67eba45e3a77609269589dd0a0d10d363dd234d7f7b97a59d36ad4a95545890e85aa13a7fae1dbb326e028cf&ReportType=2&regl=en-US,FAS-114027-2238-1-1-001,FAS-114027-2238-1-1-001(Rader),59.0,80.0,3.92,4.0,3.0,0.902032907568584,4.4,5.0,5.0,0.7654139963827327,8.38,8.0,8.0,3.36,3.81,4.0,4.0,0.9,0.5966315789473684,0.8669,0.9965,0.5135099025904754,0.0,0.0,0.0,0.0,"This class has honestly been one of my favorites at Harvard so far!  I never really thought of myself as a statistics person but this course honestly made me question that a bit.  For context, I took AP Statistics in high school and felt pretty familiar with about 2/3 of the course material going in but no experience coding and generally felt like the load for this course was pretty well manageable.  Kevin is a really great professor and breaks down topics with a lot of examples which is super helpful.  I'd definitely recommend going to the course study breaks, I always got almost all of my p–set and tons of yummy snacks at them!  Matthew is also one of the best TFs in any course I've ever had.  I also went into this course with zero experience with R and feel pretty comfortable with R now.",0.9965,"The Pset questions do not make sense, definitely go to every single office hours. Definitely go to section, it is good for clarifying anything you may have missed. Quite tedious and time intensive. If you have taken AP Stats, you should not have too much trouble, but if not then definitely read the textbook before lecture.",-0.4881,,0.0,114027,For Undergraduate and Graduate Students,Statistics,Statistics,Yes,Science & Engineering & Applied Science,,Lecture,Introduction to Quantitative Methods for Economics
